id_familia,idade,sexo,escolaridade,renda_familiar,qtd_pessoas_familia,possui_deficiencia,situacao_trabalho,tipo_moradia,acesso_agua,acesso_esgoto,recebe_bolsa_familia,cod_municipio,renda_per_capita,vulnerabilidade_idade,infraestrutura_adequada,escolaridade_baixa,situacao_trabalho_precaria,superlotacao,renda_per_capita_norm,score_vulnerabilidade,nivel_vulnerabilidade
8.0,28,F,0,176.0,5,1,0,1,1,1,1,3205002,35.2,0,1,1,1,0,-0.44927528111673964,0.4347825843350219,Alta
45.0,33,F,0,333.0,3,1,0,1,1,1,0,3205200,111.0,0,1,1,1,0,-0.19965836077124768,0.35989750823137434,Alta
68.0,58,M,0,444.0,3,1,1,1,1,1,0,3205002,148.0,0,1,1,1,0,-0.0778136898902028,0.32334410696706084,Alta
90.0,26,F,0,43.0,4,1,1,1,1,1,1,3205101,10.75,0,1,1,1,0,-0.5297915568746192,0.4589374670623858,Alta
92.0,20,F,0,150.0,3,1,0,1,1,1,0,3205002,50.0,0,1,1,1,0,-0.40053741276432164,0.42016122382929655,Alta
111.0,68,F,0,954.0,1,0,0,1,1,1,0,3205101,954.0,1,1,1,1,0,2.5764242757887743,-0.3729272827366323,Média
113.0,25,M,0,410.0,4,1,0,1,1,1,0,3201308,102.5,0,1,1,1,0,-0.227649704081758,0.3682949112245274,Alta
221.0,29,F,0,676.0,2,1,1,1,1,1,0,3205002,338.0,0,1,1,1,0,0.5478751605800276,0.13563745182599174,Alta
300.0,67,F,0,1100.0,2,0,0,1,1,1,0,3205002,550.0,1,1,1,1,0,1.2460121937362847,0.0261963418791146,Alta
320.0,24,F,0,477.0,2,1,0,1,1,0,0,3205200,238.5,0,0,1,1,0,0.22021178888640694,0.38393646333407794,Alta
348.0,26,F,0,288.0,4,1,1,1,1,1,0,3205200,72.0,0,1,1,1,0,-0.328089230078295,0.3984267690234885,Alta
353.0,23,F,0,40.0,2,1,0,1,1,0,1,3205200,20.0,0,0,1,1,0,-0.49933038915435807,0.5997991167463075,Muito Alta
355.0,25,F,0,211.0,3,1,1,1,1,1,0,3205200,70.33333333333333,0,1,1,1,0,-0.33357772876663033,0.40007331862998907,Alta
426.0,47,F,0,0.0,2,0,0,1,1,1,1,3201308,0.0,0,1,1,1,0,-0.5651923734143823,0.3695577120243147,Alta
448.0,46,F,0,379.0,3,1,0,1,1,0,0,3205002,126.33333333333333,0,0,1,1,0,-0.14916417283856243,0.4947492518515687,Alta
484.0,35,F,0,100.0,3,1,0,1,0,0,1,3205002,33.333333333333336,0,0,1,1,0,-0.45542239964767517,0.5866267198943026,Muito Alta
629.0,49,M,0,20.0,1,1,1,1,0,0,1,2907202,20.0,0,0,1,1,0,-0.49933038915435807,0.5997991167463075,Muito Alta
637.0,31,F,0,50.0,4,1,1,1,1,1,1,2918407,12.5,0,1,1,1,0,-0.5240286332518671,0.45720858997556013,Alta
660.0,35,F,0,0.0,5,1,0,1,0,0,1,2933208,0.0,0,0,1,1,0,-0.5651923734143823,0.6195577120243146,Muito Alta
673.0,55,F,0,2.0,1,1,1,1,1,1,1,2919207,2.0,0,1,1,1,0,-0.5586061749883798,0.46758185249651396,Alta
743.0,33,M,0,6.0,3,1,0,1,1,1,1,2933208,2.0,0,1,1,1,0,-0.5586061749883798,0.46758185249651396,Alta
815.0,38,F,0,0.0,3,1,0,1,1,0,1,2933208,0.0,0,0,1,1,0,-0.5651923734143823,0.6195577120243146,Muito Alta
923.0,66,M,0,937.0,1,1,0,1,1,0,0,2921005,937.0,1,0,1,1,0,2.5204415891677536,-0.10613247675032592,Média
986.0,49,F,0,75.0,2,1,0,1,1,0,1,2905701,37.5,0,0,1,1,0,-0.4417011529268368,0.5825103458780511,Muito Alta
1011.0,37,F,0,50.0,2,1,0,1,1,1,1,2930709,25.0,0,1,1,1,0,-0.482864893089352,0.44485946792680564,Alta
1054.0,74,F,0,937.0,1,1,0,1,1,1,0,2930709,937.0,1,1,1,1,0,2.5204415891677536,-0.2561324767503259,Média
1076.0,38,F,0,66.0,3,1,0,2,0,0,1,2905701,22.0,0,0,1,1,0,-0.4927441907283556,0.5978232572185067,Muito Alta
1140.0,22,F,0,75.0,2,1,1,2,0,0,1,2905701,37.5,0,0,1,1,0,-0.4417011529268368,0.5825103458780511,Muito Alta
1151.0,30,F,0,25.0,4,1,0,1,1,1,1,2905701,6.25,0,1,1,1,0,-0.5446105033331247,0.46338315099993743,Alta
1176.0,35,M,0,937.0,1,1,1,1,1,1,0,2933208,937.0,0,1,1,1,0,2.5204415891677536,-0.456132476750326,Média
1201.0,30,F,0,33.0,3,1,0,1,1,0,1,2910057,11.0,0,0,1,1,0,-0.5289682820713689,0.6086904846214106,Muito Alta
1227.0,15,F,5,75.0,2,1,1,1,1,1,1,2905701,37.5,1,1,0,1,0,-0.4417011529268368,0.4825103458780511,Alta
1294.0,32,F,0,100.0,4,1,1,1,1,0,1,2606804,25.0,0,0,1,1,0,-0.482864893089352,0.5948594679268057,Muito Alta
1315.0,15,F,0,0.0,3,1,0,1,0,0,1,2606804,0.0,1,0,1,1,0,-0.5651923734143823,0.8195577120243146,Muito Alta
1327.0,53,F,0,40.0,2,1,1,1,1,0,1,2607901,20.0,0,0,1,1,0,-0.49933038915435807,0.5997991167463075,Muito Alta
1356.0,36,F,0,283.0,3,1,1,1,1,1,1,2611101,94.33333333333333,0,1,1,1,0,-0.25454334765460124,0.37636300429638037,Alta
1394.0,57,F,0,120.0,1,1,1,1,1,0,1,2607901,120.0,0,0,1,1,0,-0.17002046785423677,0.501006140356271,Muito Alta
1433.0,41,F,0,118.0,4,1,0,1,1,1,1,2607901,29.5,0,1,1,1,0,-0.46804594663084653,0.4404137839892539,Alta
1517.0,27,F,0,90.0,1,1,1,1,1,0,0,2607901,90.0,0,0,1,1,0,-0.26881344424427317,0.5306440332732819,Muito Alta
1519.0,22,F,0,105.0,3,1,1,1,1,1,1,2610707,35.0,0,1,1,1,0,-0.4499339009593398,0.4349801702878019,Alta
1571.0,45,M,0,6.0,1,1,1,1,1,0,1,2609600,6.0,0,0,1,1,0,-0.5454337781363751,0.6136301334409126,Muito Alta
1695.0,30,F,0,75.0,4,1,1,1,1,1,1,2611101,18.75,0,1,1,1,0,-0.5034467631706095,0.45103402895118283,Alta
1748.0,57,M,0,468.0,2,0,0,1,1,0,0,2607901,234.0,0,0,1,1,0,0.20539284242790148,0.2883821472716296,Alta
1780.0,17,F,0,3.0,1,1,1,1,0,0,1,2608750,3.0,1,0,1,1,0,-0.5553130757753787,0.8165939227326137,Muito Alta
1860.0,46,F,0,300.0,2,1,0,1,0,0,0,2607901,150.0,0,0,1,1,0,-0.07122749146420039,0.4713682474392601,Alta
1930.0,41,F,0,50.0,2,1,0,1,1,0,1,2607901,25.0,0,0,1,1,0,-0.482864893089352,0.5948594679268057,Muito Alta
1962.0,34,F,0,75.0,2,1,0,1,1,1,1,2607208,37.5,0,1,1,1,0,-0.4417011529268368,0.43251034587805104,Alta
1964.0,24,F,0,0.0,4,1,0,1,0,0,1,2609600,0.0,0,0,1,1,0,-0.5651923734143823,0.6195577120243146,Muito Alta
2055.0,51,M,0,300.0,1,0,0,1,1,0,0,2611101,300.0,0,0,1,1,0,0.4227373904859815,0.22317878285420556,Alta
2113.0,24,F,0,83.0,3,1,0,1,1,0,1,2602902,27.666666666666668,0,0,1,1,0,-0.47408329518801545,0.5922249885564047,Muito Alta
2179.0,24,F,2,83.0,3,1,0,1,1,0,1,1504422,27.666666666666668,0,0,1,1,0,-0.47408329518801545,0.5922249885564047,Muito Alta
2184.0,35,F,0,62.0,2,1,1,1,1,0,1,1500800,31.0,0,0,1,1,0,-0.4631062978113447,0.5889318893434035,Muito Alta
2186.0,66,M,0,400.0,1,1,1,1,1,0,0,1500800,400.0,1,0,1,1,0,0.7520473117861028,0.4243858064641691,Alta
2222.0,49,F,0,193.0,3,1,1,1,0,0,0,1500800,64.33333333333333,0,0,1,1,0,-0.3533363240446376,0.5560008972133913,Muito Alta
2258.0,51,F,0,293.0,3,1,1,1,0,0,0,1500800,97.66666666666667,0,0,1,1,0,-0.2435663502779305,0.5230699050833791,Muito Alta
2333.0,40,M,0,32.0,3,1,1,1,0,0,0,1500800,10.666666666666666,0,0,1,1,0,-0.5300659818090361,0.6090197945427108,Muito Alta
2334.0,65,M,0,954.0,1,1,0,1,1,0,0,1501501,954.0,0,0,1,1,0,2.5764242757887743,-0.3229272827366322,Média
2364.0,66,F,0,485.0,2,1,0,1,1,0,0,1501501,242.5,1,0,1,1,0,0.2333841857384118,0.5799847442784765,Muito Alta
2374.0,68,F,0,333.0,3,1,0,1,0,0,0,1500800,111.0,1,0,1,1,0,-0.19965836077124768,0.7098975082313742,Muito Alta
2387.0,22,F,0,150.0,3,1,0,1,1,0,1,1502400,50.0,0,0,1,1,0,-0.40053741276432164,0.5701612238292965,Muito Alta
2435.0,17,F,0,238.0,2,1,1,1,1,0,0,1500800,119.0,1,0,1,1,0,-0.173313567067238,0.7019940701201713,Muito Alta
2468.0,52,F,0,100.0,4,1,1,1,0,0,0,1500800,25.0,0,0,1,1,0,-0.482864893089352,0.5948594679268057,Muito Alta
2508.0,27,F,0,262.0,3,1,1,1,1,0,0,1504422,87.33333333333333,0,0,1,1,0,-0.27759504214560976,0.533278512643683,Muito Alta
2637.0,43,F,0,0.0,3,1,0,1,1,0,1,1501501,0.0,0,0,1,1,0,-0.5651923734143823,0.6195577120243146,Muito Alta
2828.0,48,F,0,225.0,1,1,1,1,0,1,0,1500800,225.0,0,0,1,1,0,0.17575494951089057,0.3972735151467328,Alta
2835.0,24,F,0,373.0,3,1,0,1,1,0,0,1502400,124.33333333333333,0,0,1,1,0,-0.15575037126456487,0.4967251113793695,Alta
2849.0,64,F,0,954.0,1,0,0,1,1,0,0,1502400,954.0,0,0,1,1,0,2.5764242757887743,-0.4229272827366322,Média
2853.0,65,F,0,988.0,2,1,0,1,0,0,0,1502400,494.0,0,0,1,1,0,1.0615986378082167,0.131520408657535,Alta
2942.0,23,F,0,61.0,4,1,0,1,0,0,1,1500800,15.25,0,0,1,1,0,-0.5149726104161138,0.6044917831248341,Muito Alta
2953.0,42,F,0,1170.0,1,1,1,1,1,1,0,1500800,1170.0,0,1,1,1,0,3.2877337057970366,-0.6863201117391108,Baixa
3199.0,33,F,0,50.0,6,1,0,1,1,0,1,2402600,8.333333333333334,0,0,1,1,1,-0.5377498799727055,0.7113249639918116,Muito Alta
3242.0,34,F,0,266.0,3,1,1,1,1,0,0,2414803,88.66666666666667,0,0,1,1,0,-0.2732042431949414,0.5319612729584824,Muito Alta
3254.0,44,F,0,200.0,4,1,0,1,1,0,0,2407104,50.0,0,0,1,1,0,-0.40053741276432164,0.5701612238292965,Muito Alta
3286.0,47,M,0,50.0,1,1,0,1,0,0,1,2403251,50.0,0,0,1,1,0,-0.40053741276432164,0.5701612238292965,Muito Alta
3321.0,34,F,0,587.0,3,1,0,1,1,1,0,2403608,195.66666666666666,0,1,1,1,0,0.0791573725961883,0.2762527882211435,Alta
3405.0,34,F,0,83.0,3,1,0,1,1,0,1,2403608,27.666666666666668,0,0,1,1,0,-0.47408329518801545,0.5922249885564047,Muito Alta
3478.0,50,F,0,318.0,3,1,0,1,1,0,0,2402600,106.0,0,0,1,1,0,-0.21612385683625374,0.5148371570508761,Muito Alta
3576.0,47,F,0,332.0,3,1,1,1,1,0,0,2403251,110.66666666666667,0,0,1,1,0,-0.20075606050891473,0.5102268181526745,Muito Alta
3603.0,30,F,0,60.0,5,1,0,1,1,0,1,2402600,12.0,0,0,1,1,0,-0.5256751828583678,0.6077025548575102,Muito Alta
3704.0,44,F,0,66.0,3,1,1,1,1,0,1,2402600,22.0,0,0,1,1,0,-0.4927441907283556,0.5978232572185067,Muito Alta
3757.0,20,F,0,83.0,2,1,0,1,1,0,1,2408201,41.5,0,0,1,1,0,-0.428528756074832,0.5785586268224496,Muito Alta
3815.0,57,F,0,53.0,3,1,0,1,1,0,1,2407104,17.666666666666668,0,0,1,1,0,-0.5070142873180276,0.6021042861954082,Muito Alta
3882.0,68,F,0,468.0,2,1,0,1,1,0,0,2412005,234.0,1,0,1,1,0,0.20539284242790148,0.5883821472716296,Muito Alta
3908.0,25,F,0,25.0,2,1,1,1,1,0,1,2407104,12.5,0,0,1,1,0,-0.5240286332518671,0.60720858997556,Muito Alta
3945.0,29,F,0,154.0,4,1,1,1,1,0,1,2403251,38.5,0,0,1,1,0,-0.4384080537138356,0.5815224161141507,Muito Alta
3968.0,29,M,0,183.0,3,1,1,1,1,0,0,2403251,61.0,0,0,1,1,0,-0.36431332142130834,0.5592939964263925,Muito Alta
3971.0,38,F,0,80.0,2,1,1,1,1,1,1,2402600,40.0,0,1,1,1,0,-0.4334684048943338,0.4300405214683002,Alta
4054.0,39,F,0,477.0,2,1,0,1,1,0,0,2412005,238.5,0,0,1,1,0,0.22021178888640694,0.38393646333407794,Alta
4085.0,38,F,0,190.0,5,1,0,1,0,0,0,2412005,38.0,0,0,1,1,0,-0.4400546033203362,0.5820163809961009,Muito Alta
4144.0,61,F,0,362.0,2,1,0,1,1,1,0,2412005,181.0,0,1,1,1,0,0.030858584138837207,0.2907424247583489,Alta
4151.0,48,F,0,187.0,5,1,0,1,1,0,0,2408201,37.4,0,0,1,1,0,-0.4420304628481369,0.5826091388544411,Muito Alta
4223.0,48,F,0,66.0,3,1,1,1,1,0,1,2403251,22.0,0,0,1,1,0,-0.4927441907283556,0.5978232572185067,Muito Alta
4291.0,33,F,0,453.0,3,1,1,1,1,0,0,2407807,151.0,0,0,1,1,0,-0.06793439225119917,0.4703803176753597,Alta
4440.0,64,F,0,477.0,2,1,0,1,1,0,0,2403251,238.5,0,0,1,1,0,0.22021178888640694,0.38393646333407794,Alta
4505.0,24,M,0,937.0,1,1,1,1,1,0,0,2404200,937.0,0,0,1,1,0,2.5204415891677536,-0.30613247675032595,Média
4548.0,45,F,0,100.0,3,1,1,1,1,0,1,2403251,33.333333333333336,0,0,1,1,0,-0.45542239964767517,0.5866267198943026,Muito Alta
4750.0,37,F,0,0.0,1,1,0,1,0,0,0,2404606,0.0,0,0,1,1,0,-0.5651923734143823,0.6195577120243146,Muito Alta
4772.0,75,F,0,937.0,1,1,0,1,1,0,0,2412203,937.0,1,0,1,1,0,2.5204415891677536,-0.10613247675032592,Média
4781.0,62,F,0,954.0,1,1,0,1,1,1,0,2402600,954.0,0,1,1,1,0,2.5764242757887743,-0.4729272827366323,Média
4813.0,45,F,0,440.0,2,1,0,1,1,0,0,2412005,220.0,0,0,1,1,0,0.1592894534458845,0.40221316396623463,Alta
4863.0,40,M,0,474.0,4,1,0,1,1,0,0,2403251,118.5,0,0,1,1,0,-0.1749601166737386,0.5024880350021216,Muito Alta
4896.0,59,F,0,0.0,2,1,0,2,0,0,1,2404606,0.0,0,0,1,1,0,-0.5651923734143823,0.6195577120243146,Muito Alta
5078.0,42,M,0,600.0,1,1,0,1,1,0,0,2401206,600.0,0,0,1,1,0,1.4106671543863454,0.026799853684096403,Alta
5183.0,41,F,0,50.0,5,1,1,1,1,0,1,2403251,10.0,0,0,1,1,0,-0.5322613812843702,0.609678414385311,Muito Alta
5249.0,32,F,0,75.0,2,1,0,1,1,0,1,2403251,37.5,0,0,1,1,0,-0.4417011529268368,0.5825103458780511,Muito Alta
5254.0,31,F,0,133.0,7,1,0,1,1,0,1,2403608,19.0,0,0,1,1,1,-0.5026234883673593,0.7007870465102077,Muito Alta
5300.0,52,F,0,636.0,3,1,0,1,1,1,0,2412005,212.0,0,1,1,1,0,0.1329446597418748,0.2601166020774376,Alta
5393.0,42,F,0,611.0,3,1,1,1,0,0,0,2412203,203.66666666666666,0,0,1,1,0,0.105502166300198,0.41834935010994057,Alta
5405.0,42,F,0,54.0,3,1,1,1,1,0,1,2407104,18.0,0,0,1,1,0,-0.5059165875803605,0.6017749762741081,Muito Alta
5408.0,23,F,0,20.0,5,1,0,1,1,0,1,2407104,4.0,0,0,1,1,0,-0.5520199765623774,0.6156059929687132,Muito Alta
5431.0,48,F,0,468.0,2,1,1,1,1,0,0,2403251,234.0,0,0,1,1,0,0.20539284242790148,0.38838214727162956,Alta
5434.0,34,F,0,275.0,1,1,1,1,1,0,0,2414803,275.0,0,0,1,1,0,0.3404099101609512,0.34787702695171463,Alta
5457.0,48,F,0,25.0,2,1,0,1,1,0,1,2404200,12.5,0,0,1,1,0,-0.5240286332518671,0.60720858997556,Muito Alta
5492.0,50,F,0,200.0,3,1,0,1,0,0,1,2412005,66.66666666666667,0,0,1,1,0,-0.3456524258809681,0.5536957277642904,Muito Alta
5544.0,57,F,0,200.0,3,1,0,1,1,0,0,2412203,66.66666666666667,0,0,1,1,0,-0.3456524258809681,0.5536957277642904,Muito Alta
5702.0,45,F,0,76.0,5,1,0,1,0,0,1,2412203,15.2,0,0,1,1,0,-0.5151372653767639,0.6045411796130292,Muito Alta
5734.0,52,F,0,159.0,6,1,0,1,1,0,1,2402600,26.5,0,0,1,1,1,-0.47792524426985017,0.6933775732809551,Muito Alta
5882.0,52,M,0,197.0,4,1,0,1,0,0,0,2404606,49.25,0,0,1,1,0,-0.40300723717407255,0.5709021711522217,Muito Alta
5992.0,21,F,0,43.0,3,1,0,2,0,0,1,2404606,14.333333333333334,0,0,1,1,0,-0.5179912846946982,0.6053973854084095,Muito Alta
6030.0,29,F,0,200.0,3,1,0,1,1,1,0,2403251,66.66666666666667,0,1,1,1,0,-0.3456524258809681,0.4036957277642904,Alta
6058.0,44,F,0,83.0,3,1,0,1,1,0,1,2412203,27.666666666666668,0,0,1,1,0,-0.47408329518801545,0.5922249885564047,Muito Alta
6059.0,25,M,0,1200.0,1,1,1,1,1,0,0,2403251,1200.0,0,0,1,1,0,3.386526682187073,-0.5659580046561218,Baixa
6154.0,44,M,0,150.0,1,1,1,1,1,0,0,2307700,150.0,0,0,1,1,0,-0.07122749146420039,0.4713682474392601,Alta
6193.0,43,F,0,66.0,2,1,1,1,1,1,1,2307700,33.0,0,1,1,1,0,-0.45652009938534227,0.43695602981560266,Alta
6222.0,34,F,0,58.0,4,1,0,1,0,0,1,2307106,14.5,0,0,1,1,0,-0.5174424348258647,0.6052327304477594,Muito Alta
6240.0,24,F,0,187.0,4,1,0,1,1,1,0,2307304,46.75,0,1,1,1,0,-0.4112399852065756,0.4233719955619727,Alta
6311.0,19,F,0,16.0,3,1,1,1,1,0,1,2304301,5.333333333333333,0,0,1,1,0,-0.5476291776117092,0.6142887532835127,Muito Alta
6330.0,32,F,0,50.0,4,1,1,1,1,0,1,2303709,12.5,0,0,1,1,0,-0.5240286332518671,0.60720858997556,Muito Alta
6491.0,42,M,0,100.0,1,1,1,1,0,0,0,2312403,100.0,0,0,1,1,0,-0.235882452114261,0.5207647356342783,Muito Alta
6493.0,19,F,0,275.0,2,1,1,1,1,0,0,2307304,137.5,0,0,1,1,0,-0.11239123162671555,0.4837173694880147,Alta
6565.0,28,F,0,33.0,3,1,1,1,1,0,1,2307700,11.0,0,0,1,1,0,-0.5289682820713689,0.6086904846214106,Muito Alta
6684.0,51,F,0,258.0,4,0,0,1,1,0,0,2303956,64.5,0,0,1,1,0,-0.3527874741758041,0.4558362422527412,Alta
6690.0,30,F,0,464.0,3,1,0,1,1,0,0,2305233,154.66666666666666,0,0,1,1,0,-0.055859695136861426,0.4667579085410585,Alta
6714.0,59,F,0,225.0,2,1,1,1,1,0,0,2307304,112.5,0,0,1,1,0,-0.19471871195174587,0.5084156135855238,Muito Alta
6723.0,31,F,0,58.0,6,1,1,1,1,0,1,2307650,9.666666666666666,0,0,1,1,1,-0.5333590810220372,0.7100077243066112,Muito Alta
6740.0,64,F,0,237.0,5,1,0,1,1,0,0,2307304,47.4,0,0,1,1,0,-0.4090994707181248,0.5727298412154375,Muito Alta
6741.0,27,F,0,133.0,3,1,1,1,1,0,1,2307304,44.333333333333336,0,0,1,1,0,-0.4191983083046618,0.5757594924913986,Muito Alta
6778.0,29,M,0,25.0,2,1,0,1,1,0,1,2304285,12.5,0,0,1,1,0,-0.5240286332518671,0.60720858997556,Muito Alta
6795.0,50,F,0,33.0,2,1,1,1,0,0,1,2304301,16.5,0,0,1,1,0,-0.5108562363998623,0.6032568709199587,Muito Alta
6832.0,34,F,0,12.0,4,1,0,1,1,1,1,2307304,3.0,0,1,1,1,0,-0.5553130757753787,0.4665939227326136,Alta
6977.0,50,F,0,312.0,3,1,0,1,0,0,0,2310209,104.0,0,0,1,1,0,-0.22271005526225618,0.5168130165786768,Muito Alta
6981.0,37,M,0,293.0,3,1,0,1,1,0,0,2312403,97.66666666666667,0,0,1,1,0,-0.2435663502779305,0.5230699050833791,Muito Alta
7022.0,22,F,0,75.0,2,1,1,1,1,0,1,2301901,37.5,0,0,1,1,0,-0.4417011529268368,0.5825103458780511,Muito Alta
7023.0,36,F,0,125.0,2,1,1,1,0,0,0,2303709,62.5,0,0,1,1,0,-0.3593736726018065,0.557812101780542,Muito Alta
7061.0,22,F,0,200.0,3,1,0,1,0,1,1,2307650,66.66666666666667,0,0,1,1,0,-0.3456524258809681,0.5536957277642904,Muito Alta
7104.0,53,F,0,345.0,2,1,1,1,1,1,0,2303709,172.5,0,1,1,1,0,0.0028672408283269,0.29913982775150194,Alta
7196.0,62,F,0,2.0,6,1,0,1,1,1,1,2307650,0.3333333333333333,0,1,1,1,1,-0.5640946736767152,0.5692284021030145,Muito Alta
7207.0,56,F,0,25.0,1,1,1,1,0,0,0,2304202,25.0,0,0,1,1,0,-0.482864893089352,0.5948594679268057,Muito Alta
7242.0,81,F,0,937.0,1,0,0,1,1,0,0,2303709,937.0,1,0,1,1,0,2.5204415891677536,-0.20613247675032592,Média
7344.0,16,F,2,150.0,2,1,1,1,1,0,0,2304202,75.0,1,0,1,1,0,-0.31820993243929135,0.7454629797317874,Muito Alta
7388.0,29,M,0,50.0,1,1,1,1,0,0,1,2303709,50.0,0,0,1,1,0,-0.40053741276432164,0.5701612238292965,Muito Alta
7691.0,36,F,0,347.0,2,1,0,1,1,1,0,2307650,173.5,0,1,1,1,0,0.006160340041328113,0.29815189798760156,Alta
7761.0,55,F,0,150.0,2,1,0,1,1,0,0,2306256,75.0,0,0,1,1,0,-0.31820993243929135,0.5454629797317874,Muito Alta
7780.0,22,F,0,50.0,4,1,0,1,0,0,1,2310209,12.5,0,0,1,1,0,-0.5240286332518671,0.60720858997556,Muito Alta
7936.0,64,F,0,468.0,2,1,0,1,1,0,0,2304202,234.0,0,0,1,1,0,0.20539284242790148,0.38838214727162956,Alta
7964.0,43,F,0,16.0,4,1,1,1,0,0,0,2304285,4.0,0,0,1,1,0,-0.5520199765623774,0.6156059929687132,Muito Alta
8047.0,19,F,0,65.0,2,1,0,1,0,0,1,2313500,32.5,0,0,1,1,0,-0.4581666489918429,0.5874499946975529,Muito Alta
8057.0,36,F,0,50.0,4,1,0,1,1,0,1,2307304,12.5,0,0,1,1,0,-0.5240286332518671,0.60720858997556,Muito Alta
8133.0,34,F,0,0.0,3,1,0,1,1,1,0,2309706,0.0,0,1,1,1,0,-0.5651923734143823,0.46955771202431473,Alta
8136.0,25,F,0,233.0,3,1,0,1,0,1,1,2307304,77.66666666666667,0,0,1,1,0,-0.30942833453795476,0.5428285003613864,Muito Alta
8181.0,34,F,0,79.0,2,1,1,1,1,0,1,2307304,39.5,0,0,1,1,0,-0.43511495450083437,0.5805344863502503,Muito Alta
8184.0,60,F,0,440.0,2,1,0,1,0,0,0,2312601,220.0,0,0,1,1,0,0.1592894534458845,0.40221316396623463,Alta
8227.0,29,F,0,75.0,4,1,1,1,0,0,1,2301901,18.75,0,0,1,1,0,-0.5034467631706095,0.6010340289511829,Muito Alta
8268.0,54,F,0,318.0,3,1,0,1,1,0,0,2303501,106.0,0,0,1,1,0,-0.21612385683625374,0.5148371570508761,Muito Alta
8395.0,64,F,0,937.0,2,1,0,1,0,0,0,2308401,468.5,0,0,1,1,0,0.9776246078766858,0.1567126176369943,Alta
8511.0,68,F,0,954.0,2,1,0,1,0,1,0,2301901,477.0,1,0,1,1,0,1.0056159511871963,0.34831521464384113,Alta
8545.0,57,F,0,0.0,2,1,0,1,1,1,1,2303709,0.0,0,1,1,1,0,-0.5651923734143823,0.46955771202431473,Alta
8562.0,28,F,0,250.0,2,1,1,1,1,1,0,2307304,125.0,0,1,1,1,0,-0.1535549717892307,0.3460664915367692,Alta
8600.0,54,F,0,50.0,1,1,0,1,1,0,1,2304285,50.0,0,0,1,1,0,-0.40053741276432164,0.5701612238292965,Muito Alta
8611.0,43,F,0,93.0,3,1,0,1,1,1,1,2310258,31.0,0,1,1,1,0,-0.4631062978113447,0.43893188934340344,Alta
8619.0,21,F,0,66.0,3,1,0,1,0,0,1,2312601,22.0,0,0,1,1,0,-0.4927441907283556,0.5978232572185067,Muito Alta
8669.0,37,F,0,238.0,4,0,0,1,1,1,0,2307106,59.5,0,1,1,1,0,-0.36925297024081016,0.31077589107224307,Alta
8728.0,29,F,0,166.0,3,1,1,1,1,0,1,2305233,55.333333333333336,0,0,1,1,0,-0.3829742169616485,0.5648922650884945,Muito Alta
8857.0,33,F,0,100.0,3,1,1,1,1,0,1,2307304,33.333333333333336,0,0,1,1,0,-0.45542239964767517,0.5866267198943026,Muito Alta
8901.0,52,F,0,204.0,4,1,0,1,1,0,0,2307304,51.0,0,0,1,1,0,-0.39724431355132045,0.5691732940653962,Muito Alta
8950.0,64,F,0,200.0,1,1,0,1,1,0,0,2312403,200.0,0,0,1,1,0,0.09342746918586026,0.4219717592442419,Alta
8996.0,56,F,0,150.0,1,1,1,1,1,0,0,2306256,150.0,0,0,1,1,0,-0.07122749146420039,0.4713682474392601,Alta
9007.0,44,F,0,75.0,4,1,0,1,1,0,1,2312601,18.75,0,0,1,1,0,-0.5034467631706095,0.6010340289511829,Muito Alta
9118.0,40,F,0,60.0,2,1,1,1,1,0,1,2312601,30.0,0,0,1,1,0,-0.4663993970243459,0.5899198191073038,Muito Alta
9222.0,30,F,0,233.0,4,1,1,1,1,0,0,2307700,58.25,0,0,1,1,0,-0.37336934425706164,0.5620108032771185,Muito Alta
9251.0,21,F,0,50.0,2,1,0,1,0,0,1,2308401,25.0,0,0,1,1,0,-0.482864893089352,0.5948594679268057,Muito Alta
9322.0,64,M,0,468.0,2,1,0,1,0,0,0,2307700,234.0,0,0,1,1,0,0.20539284242790148,0.38838214727162956,Alta
9383.0,36,F,0,30.0,5,1,0,1,0,0,1,2307304,6.0,0,0,1,1,0,-0.5454337781363751,0.6136301334409126,Muito Alta
9400.0,20,F,0,150.0,3,1,0,1,1,0,1,2307304,50.0,0,0,1,1,0,-0.40053741276432164,0.5701612238292965,Muito Alta
9449.0,87,F,0,180.0,1,1,0,2,0,0,0,1301100,180.0,1,0,1,1,0,0.027565484925835996,0.6417303545222491,Muito Alta
9451.0,25,F,0,43.0,3,1,0,1,1,0,1,1301902,14.333333333333334,0,0,1,1,0,-0.5179912846946982,0.6053973854084095,Muito Alta
9474.0,27,F,0,25.0,6,1,0,1,1,0,1,1303536,4.166666666666667,0,0,1,1,1,-0.5514711266935439,0.7154413380080631,Muito Alta
9516.0,61,F,0,477.0,2,1,0,1,1,0,0,1302504,238.5,0,0,1,1,0,0.22021178888640694,0.38393646333407794,Alta
9590.0,58,F,0,10.0,5,1,1,1,1,0,1,1301852,2.0,0,0,1,1,0,-0.5586061749883798,0.6175818524965139,Muito Alta
9591.0,44,M,0,80.0,1,1,0,1,1,0,0,1301852,80.0,0,0,1,1,0,-0.3017444363742853,0.5405233309122855,Muito Alta
9616.0,25,F,0,8.0,3,1,0,1,1,0,1,1303569,2.6666666666666665,0,0,1,1,0,-0.5564107755130457,0.6169232326539137,Muito Alta
